[ 2025-06-16 19:51:42,914 ] 26 root - INFO - Initiate the data ingestion
[ 2025-06-16 19:51:46,456 ] 66 root - INFO - Performed train test split on the dataframe
[ 2025-06-16 19:51:46,456 ] 68 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-16 19:51:46,456 ] 76 root - INFO - Exporting train and test file path.
[ 2025-06-16 19:51:46,502 ] 85 root - INFO - Exported train and test file path.
[ 2025-06-16 19:51:46,502 ] 28 root - INFO - Data Initiation Completed
[ 2025-06-16 19:51:46,518 ] 32 root - INFO - Initiate the data Validation
[ 2025-06-16 19:51:46,536 ] 39 root - INFO - Required number of columns:2
[ 2025-06-16 19:51:46,536 ] 40 root - INFO - Data frame has columns:31
[ 2025-06-16 19:51:46,536 ] 39 root - INFO - Required number of columns:2
[ 2025-06-16 19:51:46,536 ] 40 root - INFO - Data frame has columns:31
[ 2025-06-16 19:51:46,665 ] 34 root - INFO - data Validation Completed
